date,time,unixtime,hp_pressure,lp_pressure,condensing_temp,evaporating_temp,liquid_temp,subcooling,suction_temp,superheat,oil_pressure,discharge_temp,condenser_air_inlet_temp,condenser_air_outlet_temp,evaporator_air_inlet_temp,evaporator_air_outlet_temp,condenser_water_inlet_temp,condenser_water_outlet_temp,evaporator_water_inlet_temp,evaporator_water_outlet_temp,L1_comp_current,L2_comp_current,L3_comp_current
12-07-21,16:56:17,1626108977,7.71,1.52,34.12,-3.82,29.25,4.87,2.13,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:18,1626108978,7.75,1.53,34.31,-3.76,29.34,4.96,2.14,5.90,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:19,1626108979,7.86,1.53,34.73,-3.70,29.59,5.14,2.15,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:20,1626108980,7.98,1.55,35.24,-3.54,29.50,5.74,2.17,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:21,1626108981,8.09,1.57,35.67,-3.33,29.67,5.99,2.17,5.50,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:22,1626108982,8.18,1.60,36.01,-3.01,29.90,6.11,2.18,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:23,1626108983,8.27,1.64,36.37,-2.61,30.09,6.28,2.19,4.80,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:24,1626108984,8.35,1.67,36.66,-2.25,30.24,6.42,2.19,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:25,1626108985,8.37,1.71,36.74,-1.85,30.25,6.49,2.20,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:26,1626108986,8.37,1.75,36.76,-1.52,30.20,6.57,2.20,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:27,1626108987,8.39,1.79,36.84,-1.14,30.19,6.65,2.20,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:28,1626108988,8.43,1.82,36.98,-0.81,30.05,6.92,2.20,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:29,1626108989,8.50,1.85,37.26,-0.51,30.42,6.84,2.20,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:30,1626108990,8.55,1.87,37.43,-0.33,30.22,7.22,2.20,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:31,1626108991,8.60,1.89,37.65,-0.18,30.29,7.36,2.20,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:32,1626108992,8.66,1.90,37.87,-0.06,30.41,7.46,2.20,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:33,1626108993,8.73,1.91,38.14,0.02,30.52,7.62,2.20,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:34,1626108994,8.78,1.92,38.30,0.09,30.60,7.70,2.20,2.10,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:35,1626108995,8.81,1.93,38.41,0.24,30.69,7.72,2.20,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:36,1626108996,8.91,1.94,38.80,0.31,30.73,8.07,2.20,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:37,1626108997,8.96,1.95,38.97,0.43,30.77,8.20,2.21,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:38,1626108998,8.99,1.96,39.10,0.49,30.85,8.24,2.21,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:39,1626108999,9.01,1.97,39.16,0.56,30.88,8.28,2.22,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:40,1626109000,9.03,1.98,39.23,0.65,30.93,8.30,2.23,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:41,1626109001,9.03,1.98,39.23,0.70,30.95,8.28,2.24,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:42,1626109002,9.05,1.99,39.33,0.80,30.95,8.38,2.25,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:43,1626109003,9.05,1.99,39.32,0.80,30.92,8.40,2.27,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:44,1626109004,9.06,2.00,39.34,0.84,30.95,8.39,2.29,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:45,1626109005,9.07,2.00,39.37,0.87,30.95,8.43,2.30,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:46,1626109006,9.09,2.00,39.46,0.88,30.95,8.51,2.31,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:47,1626109007,9.09,2.00,39.45,0.86,30.99,8.46,2.33,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:48,1626109008,9.13,2.01,39.62,0.93,31.01,8.61,2.34,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:49,1626109009,9.20,2.02,39.86,1.01,31.01,8.85,2.36,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:50,1626109010,9.26,2.03,40.07,1.10,31.02,9.05,2.37,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:51,1626109011,9.32,2.03,40.30,1.14,31.03,9.26,2.39,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:52,1626109012,9.38,2.03,40.52,1.14,31.05,9.47,2.41,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:53,1626109013,9.44,2.04,40.74,1.19,31.08,9.66,2.43,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:54,1626109014,9.48,2.04,40.88,1.26,31.11,9.77,2.45,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:55,1626109015,9.49,2.05,40.92,1.29,31.14,9.78,2.46,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:56,1626109016,9.50,2.05,40.95,1.31,31.17,9.78,2.48,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:57,1626109017,9.54,2.05,41.09,1.37,31.21,9.88,2.50,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:58,1626109018,9.54,2.06,41.08,1.39,31.24,9.84,2.52,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:56:59,1626109019,9.58,2.06,41.21,1.39,31.28,9.93,2.54,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:00,1626109020,9.58,2.06,41.21,1.44,31.30,9.91,2.55,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:01,1626109021,9.63,2.06,41.38,1.42,31.33,10.05,2.58,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:02,1626109022,9.66,2.06,41.50,1.40,31.36,10.14,2.61,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:03,1626109023,9.70,2.06,41.65,1.41,31.36,10.29,2.62,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:04,1626109024,9.74,2.06,41.78,1.44,31.34,10.44,2.65,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:05,1626109025,9.78,2.06,41.91,1.44,31.35,10.56,2.67,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:06,1626109026,9.81,2.06,42.01,1.44,31.37,10.64,2.69,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:07,1626109027,9.82,2.06,42.07,1.44,31.37,10.69,2.70,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:08,1626109028,9.83,2.07,42.11,1.47,31.35,10.76,2.72,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:09,1626109029,9.85,2.07,42.15,1.47,31.31,10.84,2.74,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:10,1626109030,9.87,2.07,42.22,1.50,31.27,10.95,2.76,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:11,1626109031,9.87,2.07,42.24,1.50,31.23,11.00,2.78,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:12,1626109032,9.89,2.07,42.30,1.51,31.20,11.10,2.79,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:13,1626109033,9.88,2.07,42.28,1.53,31.19,11.09,2.81,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:14,1626109034,9.84,2.07,42.13,1.51,31.17,10.96,2.83,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:15,1626109035,9.84,2.07,42.12,1.51,31.15,10.97,2.85,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:16,1626109036,9.82,2.07,42.07,1.52,31.11,10.96,2.87,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:17,1626109037,9.80,2.07,42.00,1.52,31.12,10.88,2.88,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:18,1626109038,9.81,2.07,42.04,1.50,31.15,10.90,2.90,1.40,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:19,1626109039,9.82,2.07,42.05,1.47,31.16,10.89,2.91,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:20,1626109040,9.84,2.06,42.12,1.39,31.20,10.92,2.93,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:21,1626109041,9.87,2.06,42.22,1.39,31.26,10.96,2.95,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:22,1626109042,9.86,2.06,42.20,1.38,31.34,10.87,2.95,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:23,1626109043,9.87,2.05,42.24,1.36,31.41,10.82,2.97,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:24,1626109044,9.90,2.05,42.34,1.36,31.47,10.87,2.98,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:25,1626109045,9.90,2.06,42.36,1.40,31.52,10.83,2.99,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:26,1626109046,9.91,2.06,42.37,1.39,31.59,10.79,3.01,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:27,1626109047,9.95,2.06,42.51,1.42,31.64,10.87,3.01,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:28,1626109048,9.95,2.06,42.51,1.45,31.70,10.82,3.02,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:29,1626109049,9.95,2.07,42.52,1.47,31.76,10.76,3.04,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:30,1626109050,9.98,2.07,42.61,1.47,31.80,10.80,3.04,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:31,1626109051,9.98,2.07,42.61,1.50,31.84,10.77,3.06,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:32,1626109052,9.99,2.07,42.66,1.50,31.85,10.81,3.06,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:33,1626109053,10.02,2.07,42.76,1.51,31.87,10.90,3.08,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:34,1626109054,10.03,2.07,42.77,1.52,31.90,10.87,3.09,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:35,1626109055,10.06,2.08,42.90,1.57,31.97,10.93,3.09,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:36,1626109056,10.08,2.08,42.95,1.59,32.02,10.94,3.10,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:37,1626109057,10.09,2.08,42.99,1.56,32.05,10.93,3.11,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:38,1626109058,10.07,2.08,42.94,1.57,32.09,10.85,3.12,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:39,1626109059,10.11,2.08,43.05,1.63,32.13,10.92,3.13,1.50,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:40,1626109060,10.12,2.08,43.10,1.63,32.16,10.95,3.15,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:41,1626109061,10.14,2.09,43.16,1.64,32.20,10.96,3.16,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:42,1626109062,10.16,2.09,43.23,1.65,32.23,11.00,3.16,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:43,1626109063,10.16,2.09,43.23,1.68,32.27,10.96,3.18,1.50,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:44,1626109064,10.16,2.09,43.24,1.72,32.28,10.95,3.19,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:45,1626109065,10.17,2.10,43.27,1.73,32.27,10.99,3.20,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:46,1626109066,10.20,2.10,43.37,1.74,32.28,11.09,3.21,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:47,1626109067,10.21,2.10,43.40,1.74,32.31,11.09,3.22,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:48,1626109068,10.21,2.10,43.40,1.77,32.37,11.03,3.23,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:49,1626109069,10.21,2.10,43.42,1.80,32.43,10.99,3.24,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:50,1626109070,10.22,2.10,43.43,1.81,32.47,10.96,3.25,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:51,1626109071,10.21,2.11,43.42,1.82,32.51,10.91,3.27,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:52,1626109072,10.21,2.11,43.39,1.82,32.54,10.85,3.28,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:53,1626109073,10.19,2.11,43.33,1.83,32.59,10.73,3.29,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:54,1626109074,10.17,2.11,43.25,1.87,32.65,10.60,3.30,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:55,1626109075,10.15,2.11,43.19,1.87,32.71,10.48,3.30,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:56,1626109076,10.12,2.11,43.10,1.83,32.76,10.34,3.32,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:57,1626109077,10.09,2.11,42.99,1.87,32.79,10.20,3.34,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:58,1626109078,10.05,2.11,42.85,1.86,32.81,10.03,3.34,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:57:59,1626109079,10.01,2.11,42.73,1.83,32.84,9.89,3.35,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:00,1626109080,9.98,2.11,42.61,1.86,32.84,9.76,3.37,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:01,1626109081,9.94,2.11,42.48,1.83,32.86,9.62,3.37,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:02,1626109082,9.92,2.11,42.41,1.82,32.90,9.51,3.38,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:03,1626109083,9.86,2.11,42.20,1.83,32.92,9.28,3.39,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:04,1626109084,9.85,2.10,42.15,1.81,32.94,9.22,3.40,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:05,1626109085,9.79,2.10,41.97,1.81,32.96,9.01,3.41,1.60,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:06,1626109086,9.78,2.10,41.93,1.80,33.02,8.92,3.42,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:07,1626109087,9.73,2.11,41.77,1.83,33.08,8.69,3.42,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:08,1626109088,9.71,2.11,41.66,1.82,33.13,8.53,3.44,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:09,1626109089,9.66,2.10,41.52,1.80,33.17,8.35,3.45,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:10,1626109090,9.62,2.10,41.35,1.80,33.22,8.13,3.45,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:11,1626109091,9.59,2.10,41.26,1.80,33.29,7.97,3.46,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:12,1626109092,9.55,2.10,41.13,1.80,33.40,7.73,3.47,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:13,1626109093,9.53,2.10,41.04,1.80,33.53,7.51,3.47,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:14,1626109094,9.49,2.10,40.92,1.79,33.70,7.22,3.48,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:15,1626109095,9.45,2.10,40.77,1.77,33.84,6.93,3.48,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:16,1626109096,9.42,2.10,40.66,1.78,33.98,6.68,3.49,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:17,1626109097,9.39,2.10,40.54,1.76,34.09,6.45,3.50,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:18,1626109098,9.36,2.10,40.44,1.78,34.23,6.21,3.50,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:19,1626109099,9.33,2.10,40.32,1.77,34.37,5.95,3.50,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:20,1626109100,9.31,2.10,40.24,1.78,34.52,5.73,3.51,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:21,1626109101,9.27,2.10,40.13,1.79,34.67,5.46,3.52,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:22,1626109102,9.25,2.10,40.04,1.76,34.82,5.22,3.52,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:23,1626109103,9.24,2.10,39.99,1.73,34.98,5.01,3.53,1.80,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:24,1626109104,9.20,2.10,39.86,1.75,35.13,4.73,3.53,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:25,1626109105,9.20,2.10,39.87,1.73,35.25,4.62,3.54,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:26,1626109106,9.19,2.10,39.81,1.74,35.37,4.45,3.55,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:27,1626109107,9.19,2.09,39.82,1.68,35.48,4.34,3.55,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:28,1626109108,9.18,2.09,39.79,1.69,35.60,4.19,3.55,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:29,1626109109,9.16,2.09,39.71,1.68,35.70,4.01,3.55,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:30,1626109110,9.16,2.09,39.71,1.66,35.80,3.90,3.55,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:31,1626109111,9.16,2.08,39.72,1.63,35.91,3.81,3.55,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:32,1626109112,9.17,2.09,39.75,1.64,36.05,3.71,3.56,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:33,1626109113,9.16,2.08,39.72,1.63,36.15,3.57,3.56,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:34,1626109114,9.16,2.09,39.70,1.65,36.20,3.50,3.57,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:35,1626109115,9.16,2.09,39.73,1.65,36.23,3.50,3.57,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:36,1626109116,9.18,2.08,39.80,1.62,36.24,3.55,3.57,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:37,1626109117,9.19,2.08,39.83,1.62,36.26,3.57,3.57,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:38,1626109118,9.21,2.09,39.88,1.66,36.27,3.61,3.57,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:39,1626109119,9.22,2.08,39.92,1.63,36.28,3.64,3.58,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:40,1626109120,9.23,2.09,39.96,1.66,36.30,3.67,3.58,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:41,1626109121,9.24,2.09,40.00,1.66,36.34,3.65,3.58,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:42,1626109122,9.25,2.09,40.03,1.67,36.41,3.62,3.58,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:43,1626109123,9.28,2.09,40.14,1.66,36.47,3.67,3.59,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:44,1626109124,9.28,2.08,40.16,1.63,36.52,3.64,3.59,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:45,1626109125,9.29,2.08,40.20,1.56,36.57,3.63,3.59,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:46,1626109126,9.30,2.07,40.21,1.53,36.63,3.58,3.59,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:47,1626109127,9.30,2.07,40.21,1.52,36.68,3.53,3.59,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:48,1626109128,9.30,2.07,40.21,1.49,36.72,3.49,3.59,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:49,1626109129,9.29,2.07,40.20,1.51,36.75,3.45,3.59,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:50,1626109130,9.29,2.07,40.18,1.50,36.80,3.39,3.59,2.10,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:51,1626109131,9.28,2.07,40.16,1.49,36.81,3.35,3.59,2.10,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:52,1626109132,9.28,2.07,40.14,1.50,36.84,3.30,3.59,2.10,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:53,1626109133,9.26,2.07,40.09,1.49,36.87,3.23,3.59,2.10,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:54,1626109134,9.26,2.06,40.08,1.45,36.88,3.19,3.59,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:55,1626109135,9.25,2.06,40.04,1.45,36.91,3.13,3.59,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:56,1626109136,9.23,2.06,39.97,1.41,36.91,3.06,3.59,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:57,1626109137,9.21,2.06,39.91,1.41,36.90,3.01,3.59,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:58,1626109138,9.20,2.06,39.87,1.39,36.85,3.02,3.59,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:58:59,1626109139,9.18,2.05,39.78,1.37,36.84,2.94,3.59,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:00,1626109140,9.17,2.05,39.73,1.32,36.83,2.91,3.60,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:01,1626109141,9.15,2.05,39.69,1.29,36.80,2.89,3.59,2.30,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:02,1626109142,9.14,2.04,39.65,1.26,36.79,2.86,3.60,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:03,1626109143,9.13,2.04,39.59,1.25,36.77,2.83,3.60,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:04,1626109144,9.11,2.04,39.55,1.22,36.74,2.81,3.60,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:05,1626109145,9.10,2.04,39.50,1.20,36.74,2.75,3.60,2.40,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:06,1626109146,9.08,2.03,39.43,1.18,36.74,2.69,3.59,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:07,1626109147,9.06,2.03,39.35,1.17,36.70,2.64,3.60,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:08,1626109148,9.05,2.03,39.31,1.15,36.68,2.63,3.60,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:09,1626109149,9.04,2.03,39.27,1.14,36.64,2.62,3.60,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:10,1626109150,9.02,2.03,39.19,1.11,36.61,2.58,3.60,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:11,1626109151,9.00,2.02,39.11,1.07,36.55,2.56,3.60,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:12,1626109152,8.99,2.02,39.08,1.05,36.49,2.59,3.59,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:13,1626109153,8.96,2.02,38.98,1.03,36.46,2.52,3.60,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:14,1626109154,8.94,2.02,38.90,1.01,36.44,2.46,3.59,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:15,1626109155,8.91,2.01,38.81,0.98,36.42,2.39,3.59,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:16,1626109156,8.90,2.01,38.75,0.96,36.38,2.36,3.59,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:17,1626109157,8.86,2.01,38.63,0.94,36.36,2.27,3.59,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:18,1626109158,8.84,2.01,38.54,0.94,36.32,2.22,3.59,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,16:59:19,1626109159,8.81,2.00,38.41,0.89,36.29,2.12,3.59,2.70,0,0,0,0,0,0,0,0,0,0,0,0,0
